DEPENDENCIA,CONTA,CLASSE,N║ BMP,NOMECLATURA/COMPONENTE,N║ SERIE,N║ PN,N║ SISPAT,FCG,EIQUETA MET┴LICA,QTD,VL. ATUALIZ.,VL. DEPREC. ACUM.,VL. LIQUIDO,SITUACAO
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856756,Poltrona Fixa Marca Giroflex,,,5400235,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856757,Poltrona Fixa Marca Giroflex,,,5400236,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856758,Poltrona Fixa Marca Giroflex,,,5400237,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856759,Poltrona Fixa Marca Giroflex,,,5400238,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856761,Poltrona Fixa Marca Giroflex,,,5400239,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856762,Poltrona Fixa Marca Giroflex,,,5400240,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856763,Poltrona Fixa Marca Giroflex,,,5400241,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856764,Poltrona Fixa Marca Giroflex,,,5400242,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856765,Poltrona Fixa Marca Giroflex,,,5400243,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856766,Poltrona Fixa Marca Giroflex,,,5400244,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856767,Poltrona Fixa Marca Giroflex,,,5400245,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856768,Poltrona Fixa Marca Giroflex,,,5400246,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856769,Poltrona Fixa Marca Giroflex,,,5400247,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856770,Poltrona Fixa Marca Giroflex,,,5400248,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856771,Poltrona Fixa Marca Giroflex,,,5400249,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856772,Poltrona Fixa Marca Giroflex,,,5400250,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856773,Poltrona Fixa Marca Giroflex,,,5400251,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856774,Poltrona Fixa Marca Giroflex,,,5400252,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856775,Poltrona Fixa Marca Giroflex,,,5400253,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856776,Poltrona Fixa Marca Giroflex,,,5400254,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856777,Poltrona Fixa Marca Giroflex,,,5400255,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856778,Poltrona Fixa Marca Giroflex,,,5400256,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856779,Poltrona Fixa Marca Giroflex,,,5400257,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856780,Poltrona Fixa Marca Giroflex,,,5400258,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856781,Poltrona Fixa Marca Giroflex,,,5400259,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856782,Poltrona Fixa Marca Giroflex,,,5400260,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856783,Poltrona Fixa Marca Giroflex,,,5400261,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856784,Poltrona Fixa Marca Giroflex,,,5400262,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856785,Poltrona Fixa Marca Giroflex,,,5400263,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856786,Poltrona Fixa Marca Giroflex,,,5400264,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856787,Poltrona Fixa Marca Giroflex,,,5400265,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856788,Poltrona Fixa Marca Giroflex,,,5400266,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856789,Poltrona Fixa Marca Giroflex,,,5400267,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856790,Poltrona Fixa Marca Giroflex,,,5400268,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856791,Poltrona Fixa Marca Giroflex,,,5400269,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856792,Poltrona Fixa Marca Giroflex,,,5400270,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856793,Poltrona Fixa Marca Giroflex,,,5400271,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856794,Poltrona Fixa Marca Giroflex,,,5400272,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856795,Poltrona Fixa Marca Giroflex,,,5400273,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856796,Poltrona Fixa Marca Giroflex,,,5400274,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856797,Poltrona Fixa Marca Giroflex,,,5400275,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856798,Poltrona Fixa Marca Giroflex,,,5400276,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856799,Poltrona Fixa Marca Giroflex,,,5400277,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856800,Poltrona Fixa Marca Giroflex,,,5400278,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856801,Poltrona Fixa Marca Giroflex,,,5400279,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856802,Poltrona Fixa Marca Giroflex,,,5400280,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856803,Poltrona Fixa Marca Giroflex,,,5400281,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856804,Poltrona Fixa Marca Giroflex,,,5400282,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856805,Poltrona Fixa Marca Giroflex,,,5400283,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856806,Poltrona Fixa Marca Giroflex,,,5400284,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856807,Poltrona Fixa Marca Giroflex,,,5400285,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856808,Poltrona Fixa Marca Giroflex,,,5400286,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856809,Poltrona Fixa Marca Giroflex,,,5400287,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,856810,Poltrona Fixa Marca Giroflex,,,5400288,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856850,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463002,28463,,1,27,15,12,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856851,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463003,28463,,1,27,15,12,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856852,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463004,28463,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856853,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463005,28463,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856856,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463006,28463,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28463,856857,Cadeira Secretaria Digitadora Giratoria Marca Martinucci,,,28463007,28463,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,32830,856918,Poltrona Tipo Presidente Anatomica Com Estrutura Em Metal Mod 2332/Bfg Marca Martinucci,,,32826002,32830,,1,45,"25,5","19,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856928,Mesa Para Estudo Mod Me 80,,,34254039,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856929,Mesa Para Estudo Mod Me 80,,,34254040,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856930,Mesa Para Estudo Mod Me 80,,,34254041,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856931,Mesa Para Estudo Mod Me 80,,,34254042,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856932,Mesa Para Estudo Mod Me 80,,,34254043,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856933,Mesa Para Estudo Mod Me 80,,,34254044,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856934,Mesa Para Estudo Mod Me 80,,,34254045,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856935,Mesa Para Estudo Mod Me 80,,,34254046,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856936,Mesa Para Estudo Mod Me 80,,,34254047,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856939,Mesa Para Estudo Mod Me 80,,,34254048,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856940,Mesa Para Estudo Mod Me 80,,,34254049,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856941,Mesa Para Estudo Mod Me 80,,,34254050,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856942,Mesa Para Estudo Mod Me 80,,,34254051,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856943,Mesa Para Estudo Mod Me 80,,,34254052,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856944,Mesa Para Estudo Mod Me 80,,,34254053,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856945,Mesa Para Estudo Mod Me 80,,,34254054,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856946,Mesa Para Estudo Mod Me 80,,,34254055,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856947,Mesa Para Estudo Mod Me 80,,,34254056,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856948,Mesa Para Estudo Mod Me 80,,,34254057,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856949,Mesa Para Estudo Mod Me 80,,,34254058,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856950,Mesa Para Estudo Mod Me 80,,,34254059,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856951,Mesa Para Estudo Mod Me 80,,,34254060,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856952,Mesa Para Estudo Mod Me 80,,,34254061,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856953,Mesa Para Estudo Mod Me 80,,,34254062,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856954,Mesa Para Estudo Mod Me 80,,,34254063,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856955,Mesa Para Estudo Mod Me 80,,,34254064,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856956,Mesa Para Estudo Mod Me 80,,,34254065,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856957,Mesa Para Estudo Mod Me 80,,,34254066,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856958,Mesa Para Estudo Mod Me 80,,,34254067,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,856959,Mesa Para Estudo Mod Me 80,,,34254068,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39575,856973,"Cadeira Fixa Mod. 000807, Marca Giroflex.",,,39575001,39575,,1,45,"25,5","19,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39575,856974,"Cadeira Fixa Mod. 000807, Marca Giroflex.",,,39575002,39575,,1,45,"25,5","19,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39576,856976,"Cadeira Fixa Mod. 000202,Marca Giroflex.",,,39576002,39576,,1,49,"27,75","21,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39578,856977,"Cadeira Giratˇria Mod. 060809, Marca Giroflex.",,,39578001,39578,,1,23,"12,75","10,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39579,856978,"Cadeira Giratˇria Mod. 060802, Marca Giroflex.",,,39579001,39579,,1,23,"12,75","10,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39581,856979,"Cadeira Giratˇria, Mod. 060202, Marca Giroflex.",,,39581008,39581,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39718,856982,"Mesa K 3645,Marca Securit.",,,39718001,39718,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,39720,856984,"Mesa K 3445, Marca Securit.",,,39720001,39720,,1,40,"22,5","17,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34889,857008,"Conjunto De 2 Balconetes Especiais Individuais Com Tampo ┌nico , Tendo Cada Balconete 7 Prateleiras Cada , Tampo Verde Oficial , Marca Securit .",,,34889001,34889,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23277,857075,Conexao Angular Cicopal Mod Cnx 90║ 2/74,,,23277002,23277,,1,120,"67,5","52,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23277,857076,Conexao Angular Cicopal Mod Cnx 90║ 2/74,,,23277003,23277,,1,120,"67,5","52,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23288,857078,Gaveteiro Volante Cicopal Mod Gv3,,,23288001,23288,,1,393,"222,73","170,27",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23288,857079,Gaveteiro Volante Cicopal Mod Gv3,,,23288002,23288,,1,393,"222,73","170,27",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23288,857080,Gaveteiro Volante Cicopal Mod Gv3,,,23288003,23288,,1,393,"222,73","170,27",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,23288,857081,Gaveteiro Volante Cicopal Mod Gv3,,,23288004,23288,,1,393,"222,73","170,27",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28547,857138,Cadeira Para Digitador Marca J.Mikawa,,,28547001,28547,,1,12,"6,75","5,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28745,857141,Arquivo De Ašo Com 4 Gavetas Marca Styloašo,,,28745001,28745,,1,5,3,2,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28745,857142,Arquivo De Ašo Com 4 Gavetas Marca Styloašo,,,28745002,28745,,1,5,3,2,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,28745,857144,Arquivo De Ašo Com 4 Gavetas Marca Styloašo,,,28745003,28745,,1,5,3,2,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857218,Mesa Para Estudo Mod Me 80,,,34254069,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857229,Mesa Para Estudo Mod Me 80,,,34254070,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857230,Mesa Para Estudo Mod Me 80,,,34254071,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857231,Mesa Para Estudo Mod Me 80,,,34254072,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857232,Mesa Para Estudo Mod Me 80,,,34254073,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857233,Mesa Para Estudo Mod Me 80,,,34254074,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857234,Mesa Para Estudo Mod Me 80,,,34254075,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857235,Mesa Para Estudo Mod Me 80,,,34254076,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857236,Mesa Para Estudo Mod Me 80,,,34254077,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857237,Mesa Para Estudo Mod Me 80,,,34254078,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857238,Mesa Para Estudo Mod Me 80,,,34254079,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857239,Mesa Para Estudo Mod Me 80,,,34254080,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,34254,857240,Mesa Para Estudo Mod Me 80,,,34254081,34254,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,35374,857277,Poltrona Tipo Atendimento Fixa Pes Palitoazul - 001 Marca Cicopal Mod 2373,,,35374001,35374,,1,29,"16,5","12,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,35374,857278,Poltrona Tipo Atendimento Fixa Pes Palitoazul - 001 Marca Cicopal Mod 2373,,,35374002,35374,,1,29,"16,5","12,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36263,857283,Arquivo De Ašo Para Cart§es Marca Fiel,,,36263001,36263,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36263,857284,Arquivo De Ašo Para Cart§es Marca Fiel,,,36263002,36263,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36263,857285,Arquivo De Ašo Para Cart§es Marca Fiel,,,36263003,36263,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36263,857286,Arquivo De Ašo Para Cart§es Marca Fiel,,,36263004,36263,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36263,857287,Arquivo De Ašo Para Cart§es Marca Fiel,,,36263005,36263,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36293,857289,Arquivo De Ašo Misto Oficio Mod 3258 Marca Fiel,,,36293002,36293,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,20029,857583,"Mesa Cicopal Mod 167475, Sem Gaveteiros.",,,20029007,20029,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,20029,857584,"Mesa Cicopal Mod 167475, Sem Gaveteiros.",,,20029010,20029,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,20029,857585,"Mesa Cicopal Mod 167475, Sem Gaveteiros.",,,20029011,20029,,1,18,"10,5","7,5",A
